date,region,department,expense_type,amount
2023-11-01,North America,Sales,Software,1351.63
2023-11-01,North America,Sales,Professional Services,1360.68
2023-11-01,North America,Marketing,Salaries,11866.66
2023-11-01,North America,Marketing,Utilities,729.46
2023-11-01,North America,Marketing,Travel,557.64
2023-11-01,North America,R&D,Salaries,14594.78
2023-11-01,North America,R&D,Rent,3233.92
2023-11-01,North America,R&D,Utilities,844.55
2023-11-01,North America,R&D,Travel,610.4
2023-11-01,North America,R&D,Software,1072.24
2023-11-01,North America,Admin,Rent,3049.25
2023-11-01,North America,Admin,Utilities,849.47
2023-11-01,North America,Admin,Travel,687.74
2023-11-01,North America,Admin,Software,1067.49
2023-11-01,North America,Admin,Professional Services,1321.73
2023-11-01,North America,Operations,Salaries,11758.99
2023-11-01,North America,Operations,Rent,3831.87
2023-11-01,North America,Operations,Travel,760.55
2023-11-01,North America,Operations,Professional Services,1519.02
2023-11-01,Europe,Sales,Salaries,13809.04
2023-11-01,Europe,Sales,Utilities,744.68
2023-11-01,Europe,Sales,Software,1136.07
2023-11-01,Europe,Sales,Professional Services,1412.27
2023-11-01,Europe,Marketing,Salaries,12644.64
2023-11-01,Europe,Marketing,Utilities,891.1
2023-11-01,Europe,Marketing,Professional Services,1536.98
2023-11-01,Europe,R&D,Salaries,18347.91
2023-11-01,Europe,R&D,Utilities,1041.15
2023-11-01,Europe,R&D,Travel,869.52
2023-11-01,Europe,R&D,Software,1399.55
2023-11-01,Europe,R&D,Professional Services,1982.17
2023-11-01,Europe,Admin,Salaries,17153.49
2023-11-01,Europe,Admin,Utilities,1145.82
2023-11-01,Europe,Admin,Travel,804.13
2023-11-01,Europe,Admin,Software,1465.93
2023-11-01,Europe,Admin,Professional Services,1757.36
2023-11-01,Europe,Operations,Salaries,13855.16
2023-11-01,Europe,Operations,Rent,3902.12
2023-11-01,Europe,Operations,Travel,691.13
2023-11-01,Europe,Operations,Software,1284.86
2023-11-01,Europe,Operations,Professional Services,1526.49
2023-11-01,Asia Pacific,Sales,Salaries,16303.12
2023-11-01,Asia Pacific,Sales,Utilities,1000.44
2023-11-01,Asia Pacific,Sales,Travel,737.14
2023-11-01,Asia Pacific,Sales,Software,1319.59
2023-11-01,Asia Pacific,Marketing,Salaries,18230.74
2023-11-01,Asia Pacific,Marketing,Utilities,982.57
2023-11-01,Asia Pacific,Marketing,Travel,818.17
2023-11-01,Asia Pacific,Marketing,Software,1355.22
2023-11-01,Asia Pacific,Marketing,Professional Services,1591.89
2023-11-01,Asia Pacific,R&D,Salaries,15418.32
2023-11-01,Asia Pacific,R&D,Software,1301.58
2023-11-01,Asia Pacific,Admin,Rent,4814.49
2023-11-01,Asia Pacific,Admin,Utilities,1282.2
2023-11-01,Asia Pacific,Admin,Travel,1032.58
2023-11-01,Asia Pacific,Admin,Professional Services,1997.34
2023-11-01,Asia Pacific,Operations,Salaries,16008.15
2023-11-01,Asia Pacific,Operations,Rent,4504.21
2023-11-01,Asia Pacific,Operations,Utilities,1347.72
2023-11-01,Asia Pacific,Operations,Travel,845.76
2023-11-01,Asia Pacific,Operations,Software,1329.99
2023-11-01,Latin America,Sales,Salaries,10699.33
2023-11-01,Latin America,Sales,Rent,2784.69
2023-11-01,Latin America,Sales,Utilities,787.7
2023-11-01,Latin America,Sales,Travel,581.02
2023-11-01,Latin America,Sales,Software,876.82
2023-11-01,Latin America,Sales,Professional Services,1024.14
2023-11-01,Latin America,Marketing,Salaries,9090.13
2023-11-01,Latin America,Marketing,Rent,2368.64
2023-11-01,Latin America,Marketing,Utilities,551.62
2023-11-01,Latin America,Marketing,Travel,431.09
2023-11-01,Latin America,Marketing,Software,687.15
2023-11-01,Latin America,Marketing,Professional Services,913.87
2023-11-01,Latin America,R&D,Rent,2693.17
2023-11-01,Latin America,R&D,Utilities,713.64
2023-11-01,Latin America,R&D,Software,826.25
2023-11-01,Latin America,R&D,Professional Services,1114.94
2023-11-01,Latin America,Admin,Software,709.38
2023-11-01,Latin America,Admin,Professional Services,860.29
2023-11-01,Latin America,Operations,Salaries,7405.09
2023-11-01,Latin America,Operations,Rent,2243.99
2023-11-01,Latin America,Operations,Utilities,559.88
2023-11-01,Latin America,Operations,Software,753.92
2023-11-01,Latin America,Operations,Professional Services,695.7
2023-11-01,Middle East,Sales,Rent,2428.45
2023-11-01,Middle East,Sales,Utilities,609.34
2023-11-01,Middle East,Sales,Travel,467.61
2023-11-01,Middle East,Sales,Software,775.48
2023-11-01,Middle East,Sales,Professional Services,931.09
2023-11-01,Middle East,Marketing,Professional Services,1186.64
2023-11-01,Middle East,R&D,Salaries,9622.8
2023-11-01,Middle East,R&D,Utilities,545.81
2023-11-01,Middle East,R&D,Software,898.0
2023-11-01,Middle East,R&D,Professional Services,1074.55
2023-11-01,Middle East,Admin,Rent,2511.69
2023-11-01,Middle East,Admin,Software,865.02
2023-11-01,Middle East,Operations,Salaries,13513.81
2023-11-01,Middle East,Operations,Utilities,737.68
2023-11-01,Middle East,Operations,Travel,547.45
2023-11-01,Middle East,Operations,Professional Services,1135.73
2023-12-01,North America,Sales,Rent,2865.5
2023-12-01,North America,Sales,Utilities,742.56
2023-12-01,North America,Sales,Software,862.92
2023-12-01,North America,Marketing,Salaries,9721.12
2023-12-01,North America,Marketing,Rent,2333.53
2023-12-01,North America,Marketing,Utilities,591.58
2023-12-01,North America,Marketing,Travel,447.81
2023-12-01,North America,Marketing,Software,775.26
2023-12-01,North America,Marketing,Professional Services,792.02
2023-12-01,North America,R&D,Salaries,10187.46
2023-12-01,North America,R&D,Rent,2529.37
2023-12-01,North America,R&D,Utilities,661.94
2023-12-01,North America,R&D,Software,764.46
2023-12-01,North America,R&D,Professional Services,851.17
2023-12-01,North America,Admin,Salaries,9305.1
2023-12-01,North America,Admin,Rent,2294.51
2023-12-01,North America,Admin,Utilities,573.36
2023-12-01,North America,Admin,Travel,482.57
2023-12-01,North America,Admin,Software,826.94
2023-12-01,North America,Admin,Professional Services,952.14
2023-12-01,North America,Operations,Salaries,10279.61
2023-12-01,North America,Operations,Rent,2533.2
2023-12-01,North America,Operations,Utilities,712.71
2023-12-01,North America,Operations,Travel,642.44
2023-12-01,North America,Operations,Professional Services,1194.63
2023-12-01,Europe,Sales,Rent,2595.17
2023-12-01,Europe,Sales,Utilities,594.08
2023-12-01,Europe,Sales,Travel,477.34
2023-12-01,Europe,Sales,Software,884.94
2023-12-01,Europe,Sales,Professional Services,1005.56
2023-12-01,Europe,Marketing,Salaries,13823.94
2023-12-01,Europe,Marketing,Software,1225.08
2023-12-01,Europe,R&D,Salaries,10416.03
2023-12-01,Europe,R&D,Rent,2676.76
2023-12-01,Europe,R&D,Utilities,634.37
2023-12-01,Europe,R&D,Travel,516.03
2023-12-01,Europe,R&D,Software,948.19
2023-12-01,Europe,Admin,Salaries,13933.87
2023-12-01,Europe,Admin,Rent,2931.76
2023-12-01,Europe,Admin,Utilities,893.11
2023-12-01,Europe,Admin,Travel,669.29
2023-12-01,Europe,Admin,Software,1060.23
2023-12-01,Europe,Admin,Professional Services,1171.35
2023-12-01,Europe,Operations,Salaries,12361.48
2023-12-01,Europe,Operations,Rent,2738.94
2023-12-01,Europe,Operations,Utilities,677.58
2023-12-01,Europe,Operations,Travel,563.79
2023-12-01,Europe,Operations,Software,1061.44
2023-12-01,Europe,Operations,Professional Services,1177.81
2023-12-01,Asia Pacific,Sales,Salaries,9866.59
2023-12-01,Asia Pacific,Sales,Rent,3188.91
2023-12-01,Asia Pacific,Sales,Utilities,836.49
2023-12-01,Asia Pacific,Sales,Travel,581.25
2023-12-01,Asia Pacific,Sales,Professional Services,1143.64
2023-12-01,Asia Pacific,Marketing,Rent,2538.01
2023-12-01,Asia Pacific,Marketing,Utilities,638.47
2023-12-01,Asia Pacific,Marketing,Travel,508.06
2023-12-01,Asia Pacific,Marketing,Software,883.74
2023-12-01,Asia Pacific,R&D,Rent,3044.33
2023-12-01,Asia Pacific,R&D,Utilities,831.27
2023-12-01,Asia Pacific,R&D,Travel,646.71
2023-12-01,Asia Pacific,R&D,Software,1028.63
2023-12-01,Asia Pacific,Admin,Salaries,10903.51
2023-12-01,Asia Pacific,Admin,Rent,2930.59
2023-12-01,Asia Pacific,Admin,Utilities,690.59
2023-12-01,Asia Pacific,Admin,Travel,561.07
2023-12-01,Asia Pacific,Admin,Software,1053.85
2023-12-01,Asia Pacific,Admin,Professional Services,1235.8
2023-12-01,Asia Pacific,Operations,Rent,3113.76
2023-12-01,Asia Pacific,Operations,Utilities,911.05
2023-12-01,Latin America,Sales,Salaries,10103.47
2023-12-01,Latin America,Sales,Rent,2322.52
2023-12-01,Latin America,Sales,Utilities,587.05
2023-12-01,Latin America,Sales,Travel,448.87
2023-12-01,Latin America,Marketing,Rent,3601.52
2023-12-01,Latin America,Marketing,Utilities,811.2
2023-12-01,Latin America,Marketing,Software,1018.16
2023-12-01,Latin America,Marketing,Professional Services,1283.86
2023-12-01,Latin America,R&D,Rent,2651.14
2023-12-01,Latin America,R&D,Utilities,680.19
2023-12-01,Latin America,R&D,Travel,617.87
2023-12-01,Latin America,Admin,Utilities,767.04
2023-12-01,Latin America,Admin,Software,861.86
2023-12-01,Latin America,Admin,Professional Services,959.57
2023-12-01,Latin America,Operations,Salaries,11365.86
2023-12-01,Latin America,Operations,Utilities,966.97
2023-12-01,Latin America,Operations,Travel,683.53
2023-12-01,Latin America,Operations,Software,1195.65
2023-12-01,Latin America,Operations,Professional Services,1309.64
2023-12-01,Middle East,Sales,Salaries,10518.94
2023-12-01,Middle East,Sales,Utilities,779.76
2023-12-01,Middle East,Sales,Professional Services,1356.1
2023-12-01,Middle East,Marketing,Rent,3194.34
2023-12-01,Middle East,Marketing,Utilities,852.49
2023-12-01,Middle East,Marketing,Travel,525.4
2023-12-01,Middle East,Marketing,Software,988.82
2023-12-01,Middle East,Marketing,Professional Services,1097.93
2023-12-01,Middle East,R&D,Salaries,16460.11
2023-12-01,Middle East,R&D,Rent,3795.91
2023-12-01,Middle East,R&D,Utilities,1129.6
2023-12-01,Middle East,R&D,Professional Services,1691.77
2023-12-01,Middle East,Admin,Salaries,10588.58
2023-12-01,Middle East,Admin,Rent,3213.88
2023-12-01,Middle East,Admin,Travel,557.18
2023-12-01,Middle East,Admin,Software,947.31
2023-12-01,Middle East,Admin,Professional Services,1281.54
2023-12-01,Middle East,Operations,Utilities,824.28
2023-12-01,Middle East,Operations,Travel,556.31
2023-12-01,Middle East,Operations,Software,952.14
2023-12-01,Middle East,Operations,Professional Services,1121.78
2024-01-01,North America,Sales,Salaries,13857.7
2024-01-01,North America,Sales,Utilities,1031.65
2024-01-01,North America,Sales,Travel,842.69
2024-01-01,North America,Sales,Software,1473.72
2024-01-01,North America,Sales,Professional Services,1779.03
2024-01-01,North America,Marketing,Salaries,12263.34
2024-01-01,North America,Marketing,Rent,2999.83
2024-01-01,North America,Marketing,Utilities,793.58
2024-01-01,North America,Marketing,Travel,561.71
2024-01-01,North America,R&D,Rent,3806.32
2024-01-01,North America,R&D,Utilities,811.02
2024-01-01,North America,R&D,Travel,601.19
2024-01-01,North America,R&D,Software,1268.84
2024-01-01,North America,Admin,Rent,2988.09
2024-01-01,North America,Admin,Software,838.27
2024-01-01,North America,Admin,Professional Services,1240.5
2024-01-01,North America,Operations,Salaries,15068.64
2024-01-01,North America,Operations,Rent,3388.88
2024-01-01,North America,Operations,Travel,648.35
2024-01-01,North America,Operations,Software,1320.12
2024-01-01,North America,Operations,Professional Services,1414.42
2024-01-01,Europe,Sales,Rent,3418.79
2024-01-01,Europe,Sales,Utilities,933.93
2024-01-01,Europe,Sales,Software,1116.53
2024-01-01,Europe,Marketing,Salaries,10252.7
2024-01-01,Europe,Marketing,Rent,2603.81
2024-01-01,Europe,Marketing,Utilities,695.29
2024-01-01,Europe,Marketing,Travel,525.9
2024-01-01,Europe,Marketing,Software,827.59
2024-01-01,Europe,Marketing,Professional Services,1095.17
2024-01-01,Europe,R&D,Salaries,11678.43
2024-01-01,Europe,R&D,Rent,2491.62
2024-01-01,Europe,R&D,Travel,542.61
2024-01-01,Europe,R&D,Professional Services,1065.18
2024-01-01,Europe,Admin,Salaries,12399.75
2024-01-01,Europe,Admin,Utilities,755.39
2024-01-01,Europe,Admin,Travel,687.99
2024-01-01,Europe,Admin,Software,900.79
2024-01-01,Europe,Admin,Professional Services,1251.05
2024-01-01,Europe,Operations,Salaries,11894.07
2024-01-01,Europe,Operations,Rent,2776.91
2024-01-01,Europe,Operations,Utilities,713.04
2024-01-01,Europe,Operations,Travel,553.01
2024-01-01,Europe,Operations,Software,1114.61
2024-01-01,Europe,Operations,Professional Services,1055.37
2024-01-01,Asia Pacific,Sales,Salaries,7641.38
2024-01-01,Asia Pacific,Sales,Rent,1940.85
2024-01-01,Asia Pacific,Sales,Utilities,543.06
2024-01-01,Asia Pacific,Marketing,Salaries,7657.31
2024-01-01,Asia Pacific,Marketing,Rent,1642.73
2024-01-01,Asia Pacific,Marketing,Utilities,464.76
2024-01-01,Asia Pacific,Marketing,Travel,314.63
2024-01-01,Asia Pacific,Marketing,Software,535.58
2024-01-01,Asia Pacific,R&D,Salaries,8755.35
2024-01-01,Asia Pacific,R&D,Utilities,500.99
2024-01-01,Asia Pacific,R&D,Travel,396.01
2024-01-01,Asia Pacific,R&D,Professional Services,889.95
2024-01-01,Asia Pacific,Admin,Salaries,9007.5
2024-01-01,Asia Pacific,Admin,Rent,1997.97
2024-01-01,Asia Pacific,Admin,Utilities,514.21
2024-01-01,Asia Pacific,Admin,Travel,436.03
2024-01-01,Asia Pacific,Admin,Software,705.78
2024-01-01,Asia Pacific,Admin,Professional Services,806.14
2024-01-01,Asia Pacific,Operations,Rent,2077.74
2024-01-01,Asia Pacific,Operations,Travel,338.06
2024-01-01,Asia Pacific,Operations,Software,520.32
2024-01-01,Asia Pacific,Operations,Professional Services,757.81
2024-01-01,Latin America,Sales,Salaries,12523.71
2024-01-01,Latin America,Sales,Rent,2855.81
2024-01-01,Latin America,Sales,Utilities,674.97
2024-01-01,Latin America,Sales,Travel,512.6
2024-01-01,Latin America,Sales,Software,808.2
2024-01-01,Latin America,Sales,Professional Services,1108.64
2024-01-01,Latin America,Marketing,Salaries,14226.91
2024-01-01,Latin America,Marketing,Utilities,790.31
2024-01-01,Latin America,Marketing,Travel,618.06
2024-01-01,Latin America,Marketing,Software,1115.74
2024-01-01,Latin America,R&D,Salaries,11897.84
2024-01-01,Latin America,R&D,Utilities,781.45
2024-01-01,Latin America,R&D,Software,949.65
2024-01-01,Latin America,R&D,Professional Services,1209.77
2024-01-01,Latin America,Admin,Utilities,921.43
2024-01-01,Latin America,Admin,Travel,761.35
2024-01-01,Latin America,Operations,Salaries,13083.79
2024-01-01,Latin America,Operations,Rent,3011.08
2024-01-01,Latin America,Operations,Utilities,832.2
2024-01-01,Latin America,Operations,Software,1066.65
2024-01-01,Latin America,Operations,Professional Services,1238.56
2024-01-01,Middle East,Sales,Rent,3296.29
2024-01-01,Middle East,Sales,Travel,513.64
2024-01-01,Middle East,Sales,Professional Services,1185.84
2024-01-01,Middle East,Marketing,Salaries,12790.94
2024-01-01,Middle East,Marketing,Rent,2984.49
2024-01-01,Middle East,Marketing,Utilities,649.34
2024-01-01,Middle East,Marketing,Travel,475.46
2024-01-01,Middle East,Marketing,Software,861.96
2024-01-01,Middle East,Marketing,Professional Services,1208.57
2024-01-01,Middle East,R&D,Rent,3707.94
2024-01-01,Middle East,R&D,Travel,707.33
2024-01-01,Middle East,R&D,Professional Services,1391.97
2024-01-01,Middle East,Admin,Salaries,9889.83
2024-01-01,Middle East,Admin,Rent,2690.37
2024-01-01,Middle East,Admin,Travel,534.06
2024-01-01,Middle East,Admin,Professional Services,844.86
2024-01-01,Middle East,Operations,Rent,3211.4
2024-01-01,Middle East,Operations,Utilities,901.43
2024-01-01,Middle East,Operations,Travel,638.46
2024-01-01,Middle East,Operations,Software,1106.55
2024-01-01,Middle East,Operations,Professional Services,1317.51
2024-02-01,North America,Sales,Salaries,9182.93
2024-02-01,North America,Sales,Utilities,658.95
2024-02-01,North America,Sales,Software,814.31
2024-02-01,North America,Sales,Professional Services,1136.15
2024-02-01,North America,Marketing,Salaries,12783.48
2024-02-01,North America,Marketing,Rent,3338.09
2024-02-01,North America,Marketing,Software,1114.8
2024-02-01,North America,Marketing,Professional Services,1269.39
2024-02-01,North America,R&D,Salaries,9324.82
2024-02-01,North America,R&D,Utilities,653.5
2024-02-01,North America,R&D,Travel,455.57
2024-02-01,North America,R&D,Software,864.69
2024-02-01,North America,R&D,Professional Services,879.43
2024-02-01,North America,Admin,Salaries,10054.11
2024-02-01,North America,Admin,Utilities,657.99
2024-02-01,North America,Admin,Travel,501.92
2024-02-01,North America,Admin,Software,921.94
2024-02-01,North America,Operations,Salaries,8531.6
2024-02-01,North America,Operations,Software,678.62
2024-02-01,North America,Operations,Professional Services,1085.35
2024-02-01,Europe,Sales,Salaries,13156.65
2024-02-01,Europe,Sales,Rent,3627.3
2024-02-01,Europe,Sales,Software,1231.53
2024-02-01,Europe,Sales,Professional Services,1173.47
2024-02-01,Europe,Marketing,Rent,4347.46
2024-02-01,Europe,Marketing,Utilities,901.67
2024-02-01,Europe,Marketing,Travel,751.72
2024-02-01,Europe,Marketing,Software,1226.52
2024-02-01,Europe,Marketing,Professional Services,1440.91
2024-02-01,Europe,R&D,Salaries,11148.18
2024-02-01,Europe,R&D,Rent,3394.55
2024-02-01,Europe,Admin,Salaries,14913.94
2024-02-01,Europe,Admin,Rent,4622.56
2024-02-01,Europe,Admin,Utilities,1098.29
2024-02-01,Europe,Admin,Travel,850.96
2024-02-01,Europe,Admin,Software,1537.16
2024-02-01,Europe,Admin,Professional Services,1593.93
2024-02-01,Europe,Operations,Salaries,15884.17
2024-02-01,Europe,Operations,Rent,3971.36
2024-02-01,Europe,Operations,Utilities,1099.87
2024-02-01,Europe,Operations,Travel,936.08
2024-02-01,Europe,Operations,Software,1300.08
2024-02-01,Europe,Operations,Professional Services,1457.71
2024-02-01,Asia Pacific,Sales,Salaries,7917.11
2024-02-01,Asia Pacific,Sales,Rent,2392.34
2024-02-01,Asia Pacific,Sales,Travel,492.66
2024-02-01,Asia Pacific,Sales,Software,665.57
2024-02-01,Asia Pacific,Sales,Professional Services,903.32
2024-02-01,Asia Pacific,Marketing,Rent,2675.58
2024-02-01,Asia Pacific,Marketing,Utilities,728.15
2024-02-01,Asia Pacific,Marketing,Software,960.86
2024-02-01,Asia Pacific,Marketing,Professional Services,1089.92
2024-02-01,Asia Pacific,R&D,Salaries,11426.93
2024-02-01,Asia Pacific,R&D,Rent,2339.05
2024-02-01,Asia Pacific,R&D,Utilities,727.22
2024-02-01,Asia Pacific,R&D,Travel,439.29
2024-02-01,Asia Pacific,R&D,Professional Services,927.32
2024-02-01,Asia Pacific,Admin,Salaries,8778.97
2024-02-01,Asia Pacific,Admin,Travel,485.56
2024-02-01,Asia Pacific,Admin,Software,690.51
2024-02-01,Asia Pacific,Operations,Salaries,10607.71
2024-02-01,Asia Pacific,Operations,Rent,2701.8
2024-02-01,Asia Pacific,Operations,Utilities,815.29
2024-02-01,Asia Pacific,Operations,Software,889.07
2024-02-01,Asia Pacific,Operations,Professional Services,1201.35
2024-02-01,Latin America,Sales,Salaries,12315.89
2024-02-01,Latin America,Sales,Rent,2687.09
2024-02-01,Latin America,Sales,Utilities,817.6
2024-02-01,Latin America,Sales,Travel,500.4
2024-02-01,Latin America,Sales,Software,834.48
2024-02-01,Latin America,Marketing,Rent,3066.21
2024-02-01,Latin America,Marketing,Utilities,897.84
2024-02-01,Latin America,Marketing,Travel,600.91
2024-02-01,Latin America,Marketing,Software,1084.33
2024-02-01,Latin America,Marketing,Professional Services,1259.56
2024-02-01,Latin America,R&D,Salaries,10274.3
2024-02-01,Latin America,R&D,Utilities,780.62
2024-02-01,Latin America,R&D,Travel,465.87
2024-02-01,Latin America,R&D,Professional Services,1136.08
2024-02-01,Latin America,Admin,Salaries,12134.7
2024-02-01,Latin America,Admin,Utilities,970.15
2024-02-01,Latin America,Admin,Travel,646.6
2024-02-01,Latin America,Admin,Software,1086.86
2024-02-01,Latin America,Admin,Professional Services,1336.64
2024-02-01,Latin America,Operations,Salaries,14633.68
2024-02-01,Latin America,Operations,Rent,2762.03
2024-02-01,Latin America,Operations,Travel,654.13
2024-02-01,Latin America,Operations,Software,1146.43
2024-02-01,Latin America,Operations,Professional Services,1356.46
2024-02-01,Middle East,Sales,Salaries,11739.72
2024-02-01,Middle East,Sales,Rent,3527.22
2024-02-01,Middle East,Sales,Utilities,890.39
2024-02-01,Middle East,Sales,Travel,685.07
2024-02-01,Middle East,Sales,Software,1028.09
2024-02-01,Middle East,Sales,Professional Services,1132.96
2024-02-01,Middle East,Marketing,Utilities,705.96
2024-02-01,Middle East,Marketing,Travel,530.13
2024-02-01,Middle East,Marketing,Software,848.99
2024-02-01,Middle East,R&D,Rent,3257.12
2024-02-01,Middle East,R&D,Utilities,1041.39
2024-02-01,Middle East,R&D,Professional Services,1415.04
2024-02-01,Middle East,Admin,Rent,3548.41
2024-02-01,Middle East,Admin,Utilities,879.94
2024-02-01,Middle East,Admin,Travel,743.01
2024-02-01,Middle East,Admin,Professional Services,1305.63
2024-02-01,Middle East,Operations,Salaries,12896.55
2024-02-01,Middle East,Operations,Utilities,899.52
2024-02-01,Middle East,Operations,Travel,668.71
2024-02-01,Middle East,Operations,Professional Services,1271.53
2024-03-01,North America,Sales,Salaries,9765.2
2024-03-01,North America,Sales,Rent,2624.03
2024-03-01,North America,Sales,Utilities,557.49
2024-03-01,North America,Sales,Travel,458.58
2024-03-01,North America,Sales,Software,724.33
2024-03-01,North America,Sales,Professional Services,930.89
2024-03-01,North America,Marketing,Salaries,9940.48
2024-03-01,North America,Marketing,Utilities,744.26
2024-03-01,North America,Marketing,Travel,499.71
2024-03-01,North America,Marketing,Software,753.14
2024-03-01,North America,Marketing,Professional Services,1062.81
2024-03-01,North America,R&D,Salaries,10048.54
2024-03-01,North America,R&D,Rent,2592.91
2024-03-01,North America,R&D,Travel,547.6
2024-03-01,North America,R&D,Software,894.7
2024-03-01,North America,R&D,Professional Services,1218.11
2024-03-01,North America,Admin,Salaries,11432.21
2024-03-01,North America,Admin,Rent,2640.28
2024-03-01,North America,Admin,Utilities,873.1
2024-03-01,North America,Admin,Travel,559.87
2024-03-01,North America,Admin,Professional Services,1252.12
2024-03-01,North America,Operations,Salaries,10469.33
2024-03-01,North America,Operations,Rent,2330.99
2024-03-01,North America,Operations,Utilities,602.01
2024-03-01,North America,Operations,Travel,537.76
2024-03-01,North America,Operations,Software,761.11
2024-03-01,North America,Operations,Professional Services,872.67
2024-03-01,Europe,Sales,Salaries,16506.27
2024-03-01,Europe,Sales,Rent,4106.6
2024-03-01,Europe,Sales,Utilities,1067.25
2024-03-01,Europe,Sales,Software,1162.51
2024-03-01,Europe,Sales,Professional Services,1390.41
2024-03-01,Europe,Marketing,Salaries,10474.34
2024-03-01,Europe,Marketing,Rent,3020.06
2024-03-01,Europe,Marketing,Software,873.06
2024-03-01,Europe,R&D,Salaries,9639.42
2024-03-01,Europe,R&D,Utilities,705.51
2024-03-01,Europe,R&D,Software,944.63
2024-03-01,Europe,R&D,Professional Services,992.61
2024-03-01,Europe,Admin,Rent,3515.51
2024-03-01,Europe,Admin,Utilities,764.83
2024-03-01,Europe,Admin,Travel,561.75
2024-03-01,Europe,Admin,Software,990.09
2024-03-01,Europe,Admin,Professional Services,1134.39
2024-03-01,Europe,Operations,Utilities,1047.95
2024-03-01,Europe,Operations,Travel,761.9
2024-03-01,Asia Pacific,Sales,Salaries,10161.23
2024-03-01,Asia Pacific,Sales,Rent,2997.1
2024-03-01,Asia Pacific,Sales,Software,1001.02
2024-03-01,Asia Pacific,Sales,Professional Services,1177.2
2024-03-01,Asia Pacific,Marketing,Rent,2582.19
2024-03-01,Asia Pacific,Marketing,Utilities,686.91
2024-03-01,Asia Pacific,Marketing,Travel,567.81
2024-03-01,Asia Pacific,Marketing,Software,973.07
2024-03-01,Asia Pacific,Marketing,Professional Services,1276.03
2024-03-01,Asia Pacific,R&D,Salaries,13916.2
2024-03-01,Asia Pacific,R&D,Rent,3458.64
2024-03-01,Asia Pacific,R&D,Utilities,845.39
2024-03-01,Asia Pacific,R&D,Travel,574.45
2024-03-01,Asia Pacific,R&D,Professional Services,1157.29
2024-03-01,Asia Pacific,Admin,Salaries,10830.87
2024-03-01,Asia Pacific,Admin,Rent,2700.5
2024-03-01,Asia Pacific,Admin,Utilities,856.59
2024-03-01,Asia Pacific,Admin,Professional Services,1154.46
2024-03-01,Asia Pacific,Operations,Salaries,9734.01
2024-03-01,Asia Pacific,Operations,Rent,2377.46
2024-03-01,Asia Pacific,Operations,Utilities,648.06
2024-03-01,Asia Pacific,Operations,Travel,538.96
2024-03-01,Asia Pacific,Operations,Professional Services,987.71
2024-03-01,Latin America,Sales,Salaries,10919.76
2024-03-01,Latin America,Sales,Travel,562.89
2024-03-01,Latin America,Sales,Software,1054.08
2024-03-01,Latin America,Sales,Professional Services,1206.13
2024-03-01,Latin America,Marketing,Salaries,10554.88
2024-03-01,Latin America,Marketing,Rent,2772.38
2024-03-01,Latin America,Marketing,Utilities,858.89
2024-03-01,Latin America,Marketing,Software,838.85
2024-03-01,Latin America,Marketing,Professional Services,1198.23
2024-03-01,Latin America,R&D,Salaries,10477.43
2024-03-01,Latin America,R&D,Utilities,697.83
2024-03-01,Latin America,R&D,Travel,523.81
2024-03-01,Latin America,R&D,Software,839.21
2024-03-01,Latin America,R&D,Professional Services,1158.05
2024-03-01,Latin America,Admin,Salaries,13301.5
2024-03-01,Latin America,Admin,Rent,3060.05
2024-03-01,Latin America,Admin,Utilities,848.11
2024-03-01,Latin America,Admin,Travel,590.1
2024-03-01,Latin America,Admin,Software,827.01
2024-03-01,Latin America,Admin,Professional Services,1271.31
2024-03-01,Latin America,Operations,Rent,3036.65
2024-03-01,Latin America,Operations,Utilities,727.85
2024-03-01,Latin America,Operations,Travel,651.54
2024-03-01,Latin America,Operations,Software,893.15
2024-03-01,Latin America,Operations,Professional Services,1247.9
2024-03-01,Middle East,Sales,Salaries,11856.33
2024-03-01,Middle East,Sales,Rent,2800.28
2024-03-01,Middle East,Sales,Utilities,774.39
2024-03-01,Middle East,Sales,Software,871.15
2024-03-01,Middle East,Sales,Professional Services,1307.06
2024-03-01,Middle East,Marketing,Utilities,949.55
2024-03-01,Middle East,Marketing,Travel,554.84
2024-03-01,Middle East,R&D,Salaries,16127.8
2024-03-01,Middle East,R&D,Rent,4467.01
2024-03-01,Middle East,R&D,Utilities,1161.29
2024-03-01,Middle East,R&D,Travel,787.49
2024-03-01,Middle East,R&D,Software,1230.75
2024-03-01,Middle East,R&D,Professional Services,1387.22
2024-03-01,Middle East,Admin,Travel,707.26
2024-03-01,Middle East,Admin,Software,1079.66
2024-03-01,Middle East,Admin,Professional Services,1559.15
2024-03-01,Middle East,Operations,Salaries,12364.37
2024-03-01,Middle East,Operations,Rent,2840.34
2024-03-01,Middle East,Operations,Utilities,700.09
2024-03-01,Middle East,Operations,Travel,630.22
2024-03-01,Middle East,Operations,Software,1086.1
2024-04-01,North America,Sales,Utilities,531.93
2024-04-01,North America,Sales,Travel,381.93
2024-04-01,North America,Sales,Professional Services,685.39
2024-04-01,North America,Marketing,Rent,3095.34
2024-04-01,North America,Marketing,Utilities,761.99
2024-04-01,North America,Marketing,Travel,490.79
2024-04-01,North America,Marketing,Software,1027.75
2024-04-01,North America,Marketing,Professional Services,1088.07
2024-04-01,North America,R&D,Salaries,9171.53
2024-04-01,North America,R&D,Rent,2041.12
2024-04-01,North America,R&D,Travel,407.95
