country,region,shipment_mode,product_group,vendor,scheduled_date,delivered_date,delay_days,status,quantity,line_item_value,weight_kg,freight_cost_usd
Sudan,Sub-Saharan Africa,Air,HRDT,"Orgenics, Ltd",2012-01-06,2012-01-06,0,On Time,1,8.0,2,885.49
Rwanda,Sub-Saharan Africa,Air,ARV,Aurobindo Pharma Limited,2010-04-15,2010-04-15,0,On Time,12730,246070.9,See ASN-6489 (ID#:23365),
Vietnam,Asia,Air,ARV,HETERO LABS LIMITED,2014-07-29,2014-07-29,0,On Time,6400,11840.0,See ASN-26923 (ID#:13027),
South Africa,Sub-Saharan Africa,Truck,ARV,PHARMACY DIRECT,2014-02-17,2014-02-17,0,On Time,2500,37672.35,Weight Captured Separately,
Nigeria,Sub-Saharan Africa,Air,ACT,NOVARTIS PHARMA SERVICES AG,2012-12-03,2012-12-03,0,On Time,2500,105000.0,1725,11954.71
Vietnam,Asia,Air,ARV,HETERO LABS LIMITED,2014-04-23,2014-04-23,0,On Time,9989,18479.65,See ASN-24398 (ID#:18664),
Ethiopia,Sub-Saharan Africa,Air,HRDT,"SHANGHAI KEHUA BIOENGINEERING CO.,LTD.  (KHB)",2012-04-02,2012-04-02,0,On Time,924,22638.0,656,6488.44
Côte d'Ivoire,Sub-Saharan Africa,Air,ARV,MYLAN LABORATORIES LTD (FORMERLY MATRIX LABORATORIES),2012-11-23,2012-11-23,0,On Time,939,21127.5,117,1766.57
Vietnam,Asia,Air,ARV,Aurobindo Pharma Limited,2009-10-23,2009-10-23,0,On Time,6500,72475.0,See ASN-5132 (ID#:22186),
Tanzania,Sub-Saharan Africa,Air,HRDT,"Standard Diagnostics, Inc.",2011-06-06,2011-06-06,0,On Time,3399,67980.0,1133,8509.57
Haiti,Latin America & Caribbean,Air,ARV,MERCK SHARP & DOHME IDEA GMBH (FORMALLY MERCK SHARP & DOHME B.V.),2012-07-17,2012-07-17,0,On Time,6705,113716.8,1979,853.07
Nigeria,Sub-Saharan Africa,Air,HRDT,"Orgenics, Ltd",2013-01-09,2013-02-26,48,Delayed,1960,174440.0,882,
Vietnam,Asia,Air,ARV,Aurobindo Pharma Limited,2012-12-28,2012-12-28,0,On Time,14055,31623.75,1304,2220.86
Lesotho,Sub-Saharan Africa,Air,HRDT,"Orgenics, Ltd",2014-04-25,2014-04-25,0,On Time,2104,168320.0,856,11063.78
South Africa,Sub-Saharan Africa,Truck,ARV,S. BUYS WHOLESALER,2014-02-06,2014-02-06,0,On Time,44,311.64,Weight Captured Separately,
Kenya,Sub-Saharan Africa,Air,HRDT,"Orgenics, Ltd",2010-01-18,2010-01-18,0,On Time,3000,240000.0,907,9014.8
Tanzania,Sub-Saharan Africa,Air,ARV,HETERO LABS LIMITED,2014-05-19,2014-05-19,0,On Time,96200,209716.0,6320,33343.63
Vietnam,Asia,Air,ARV,Aurobindo Pharma Limited,2012-12-10,2012-12-10,0,On Time,12785,109951.0,See ASN-17077 (ID#:37031),
Côte d'Ivoire,Sub-Saharan Africa,Air,HRDT,"CHEMBIO DIAGNOSTIC SYSTEMS, INC.",2010-11-24,2010-11-24,0,On Time,220,5940.0,115,7883.32
Guyana,Latin America & Caribbean,Air,ARV,ABBVIE LOGISTICS (FORMERLY ABBOTT LOGISTICS BV),2011-11-30,2011-11-30,0,On Time,2245,184539.0,598,5178.47
South Sudan,Sub-Saharan Africa,Air,HRDT,"Trinity Biotech, Plc",2013-10-18,2013-10-18,0,On Time,25,800.0,See ASN-21751 (ID#:13968),
South Africa,Sub-Saharan Africa,Truck,ARV,PHARMACY DIRECT,2015-04-28,2015-04-28,0,On Time,80,731.44,Weight Captured Separately,
Haiti,Latin America & Caribbean,Ocean,ARV,MYLAN LABORATORIES LTD (FORMERLY MATRIX LABORATORIES),2012-10-22,2012-10-22,0,On Time,33480,435240.0,See ASN-15571 (ID#:21091),
"Congo, DRC",Sub-Saharan Africa,Air,ARV,Aurobindo Pharma Limited,2013-11-28,2013-11-28,0,On Time,1014,1267.5,See ASN-20218 (ID#:20450),
Haiti,Latin America & Caribbean,Air,ANTM,AMSTELFARMA B.V.,2012-01-18,2012-01-18,0,On Time,3000,27750.0,See ASN-13412 (ID#:16085),
Uganda,Sub-Saharan Africa,Air,ARV,Aurobindo Pharma Limited,2010-04-28,2010-04-28,0,On Time,60,780.0,4,1045.04
South Africa,Sub-Saharan Africa,Air,ARV,GLAXOSMITHKLINE EXPORT LIMITED,2011-08-12,2011-08-12,0,On Time,60000,601200.0,22956,27372.24
Kenya,Sub-Saharan Africa,Air,HRDT,"Orgenics, Ltd",2010-02-16,2010-02-19,3,Delayed,7110,568800.0,1224,11847.25
South Africa,Sub-Saharan Africa,Ocean,ARV,CIPLA LIMITED,2011-04-05,2011-04-05,0,On Time,105707,725150.02,7092,7704.77
Kenya,Sub-Saharan Africa,Air,HRDT,"Orgenics, Ltd",2010-07-07,2010-07-07,0,On Time,3,240.0,1302,12678.52
South Africa,Sub-Saharan Africa,Truck,ARV,S. BUYS WHOLESALER,2014-08-27,2014-08-27,0,On Time,25,659.22,Weight Captured Separately,
South Africa,Sub-Saharan Africa,Air,ARV,Aurobindo Pharma Limited,2010-12-13,2010-12-13,0,On Time,19098,60158.7,7367,3444.28
Vietnam,Asia,Air,ARV,ABBVIE LOGISTICS (FORMERLY ABBOTT LOGISTICS BV),2015-01-15,2015-01-15,0,On Time,200,4652.0,22,1475.95
South Africa,Sub-Saharan Africa,Truck,ARV,PHARMACY DIRECT,2015-03-09,2015-03-09,0,On Time,13,230.24,Weight Captured Separately,
Uganda,Sub-Saharan Africa,Air,HRDT,"Orgenics, Ltd",2014-11-13,2014-11-13,0,On Time,4000,320000.0,1624,14692.8
Mozambique,Sub-Saharan Africa,Air,HRDT,"Orgenics, Ltd",2015-04-22,2015-04-22,0,On Time,5500,440000.0,2139,19193.57
South Africa,Sub-Saharan Africa,Truck,ARV,PHARMACY DIRECT,2015-05-12,2015-05-12,0,On Time,27,1498.82,Weight Captured Separately,
Vietnam,Asia,Air,ARV,HETERO LABS LIMITED,2014-04-23,2014-04-23,0,On Time,12317,43725.35,See ASN-24398 (ID#:18664),
Botswana,Sub-Saharan Africa,Air,HRDT,"Trinity Biotech, Plc",2010-09-13,2010-09-13,0,On Time,15,465.0,5,592.46
South Sudan,Sub-Saharan Africa,Air,HRDT,"Trinity Biotech, Plc",2013-05-16,2013-05-16,0,On Time,52,1664.0,24,1170.36
Vietnam,Asia,Air,ARV,MYLAN LABORATORIES LTD (FORMERLY MATRIX LABORATORIES),2014-06-13,2014-06-13,0,On Time,13907,155063.05,1578,2689.85
South Africa,Sub-Saharan Africa,Truck,ARV,S. BUYS WHOLESALER,2010-05-31,2010-05-31,0,On Time,500,3093.93,Weight Captured Separately,
Zambia,Sub-Saharan Africa,Air,HRDT,"Trinity Biotech, Plc",2015-05-29,2015-05-29,0,On Time,8000,256000.0,2328,14581.51
Nigeria,Sub-Saharan Africa,Air,HRDT,"Orgenics, Ltd",2012-08-01,2012-08-30,29,Delayed,8149,725261.0,3886,86928.23
"Congo, DRC",Sub-Saharan Africa,Air,HRDT,"Trinity Biotech, Plc",2014-11-04,2014-11-04,0,On Time,65,2080.0,See ASN-28279 (ID#:13547),
South Africa,Sub-Saharan Africa,Truck,ARV,PHARMACY DIRECT,2014-08-05,2014-08-05,0,On Time,12,425.03,Weight Captured Separately,
Uganda,Sub-Saharan Africa,Air,HRDT,"Trinity Biotech, Plc",2013-06-18,2013-06-18,0,On Time,427,13664.0,139,2473.96
Haiti,Latin America & Caribbean,Ocean,ARV,HETERO LABS LIMITED,2014-10-20,2014-10-20,0,On Time,9227,60990.47,813,1922.5
South Africa,Sub-Saharan Africa,Ocean,ARV,Aurobindo Pharma Limited,2011-10-13,2011-10-13,0,On Time,10603,23962.78,3818,11234.1
Rwanda,Sub-Saharan Africa,Air,ARV,Aurobindo Pharma Limited,2010-04-13,2010-04-13,0,On Time,10620,205284.6,1050,18475.61
"Congo, DRC",Sub-Saharan Africa,Air,HRDT,"Trinity Biotech, Plc",2014-09-05,2014-09-05,0,On Time,6,192.0,See ASN-26738 (ID#:15115),
Namibia,Sub-Saharan Africa,Air,ARV,MYLAN LABORATORIES LTD (FORMERLY MATRIX LABORATORIES),2014-11-25,2014-11-25,0,On Time,29160,306180.0,3402,17118.8
South Africa,Sub-Saharan Africa,Truck,ARV,PHARMACY DIRECT,2014-06-25,2014-06-25,0,On Time,23,408.18,Weight Captured Separately,
South Africa,Sub-Saharan Africa,Truck,ARV,S. BUYS WHOLESALER,2014-12-10,2014-12-10,0,On Time,12,209.09,Weight Captured Separately,
Zambia,Sub-Saharan Africa,Air,HRDT,"Orgenics, Ltd",2010-03-18,2010-03-18,0,On Time,2161,155592.0,1051,16633.36
Nigeria,Sub-Saharan Africa,Air,HRDT,"Trinity Biotech, Plc",2014-03-19,2014-03-19,0,On Time,24250,776000.0,7080,70509.14
South Africa,Sub-Saharan Africa,Truck,ARV,PHARMACY DIRECT,2015-04-28,2015-04-28,0,On Time,16,392.16,Weight Captured Separately,
Haiti,Latin America & Caribbean,Air,ARV,Aurobindo Pharma Limited,2015-05-11,2015-05-11,0,On Time,1217,8239.09,124,976.44
South Africa,Sub-Saharan Africa,Truck,ARV,PHARMACY DIRECT,2015-02-19,2015-02-19,0,On Time,3,70.76,Weight Captured Separately,
South Africa,Sub-Saharan Africa,Truck,ARV,S. BUYS WHOLESALER,2014-08-27,2014-08-27,0,On Time,98,2214.85,Weight Captured Separately,
Uganda,Sub-Saharan Africa,Air,ARV,Hoffmann-La Roche ltd Basel,2012-01-14,2012-01-14,0,On Time,98,12362.16,18,586.16
South Africa,Sub-Saharan Africa,Truck,ARV,S. BUYS WHOLESALER,2014-08-27,2014-08-27,0,On Time,55,1814.33,Weight Captured Separately,
Tanzania,Sub-Saharan Africa,Ocean,ARV,MYLAN LABORATORIES LTD (FORMERLY MATRIX LABORATORIES),2010-12-29,2010-12-29,0,On Time,53149,1057665.1,5803,27478.63
South Africa,Sub-Saharan Africa,Truck,ARV,PHARMACY DIRECT,2015-04-28,2015-04-28,0,On Time,60,935.7,Weight Captured Separately,
Tanzania,Sub-Saharan Africa,Air,ARV,BRISTOL-MYERS SQUIBB,2009-08-11,2009-08-11,0,On Time,3000,71010.0,363,777.0
South Africa,Sub-Saharan Africa,Ocean,ARV,Aurobindo Pharma Limited,2011-09-14,2011-09-14,0,On Time,45232,110366.08,2674,5301.65
South Africa,Sub-Saharan Africa,Truck,ARV,S. BUYS WHOLESALER,2014-08-29,2014-08-29,0,On Time,8,134.55,Weight Captured Separately,
Uganda,Sub-Saharan Africa,Air,ARV,EMCURE PHARMACEUTICALS LTD,2009-11-11,2009-11-11,0,On Time,46,1200.14,3,986.79
Vietnam,Asia,Air,ARV,MYLAN LABORATORIES LTD (FORMERLY MATRIX LABORATORIES),2015-03-23,2015-03-23,0,On Time,21384,217047.6,2406,4219.32
Nigeria,Sub-Saharan Africa,Air,HRDT,"Orgenics, Ltd",2014-07-09,2014-07-09,0,On Time,11054,983806.0,4495,67915.7
Guyana,Latin America & Caribbean,Air,HRDT,"CHEMBIO DIAGNOSTIC SYSTEMS, INC.",2011-01-12,2011-01-12,0,On Time,40,100.0,2,281.61
Haiti,Latin America & Caribbean,Air,ARV,ABBVIE LOGISTICS (FORMERLY ABBOTT LOGISTICS BV),2013-06-20,2013-06-20,0,On Time,612,3635.28,76,1286.68
Haiti,Latin America & Caribbean,Air,ARV,ABBVIE LOGISTICS (FORMERLY ABBOTT LOGISTICS BV),2015-07-07,2015-07-07,0,On Time,350,2397.5,51,4126.9
Swaziland,Sub-Saharan Africa,Air,HRDT,"Trinity Biotech, Plc",2013-11-30,2013-11-30,0,On Time,200,6400.0,Weight Captured Separately,
South Africa,Sub-Saharan Africa,Truck,ARV,S. BUYS WHOLESALER,2014-12-10,2014-12-10,0,On Time,82,5009.96,Weight Captured Separately,
Cameroon,Sub-Saharan Africa,Air,ARV,Aurobindo Pharma Limited,2013-10-18,2013-10-18,0,On Time,19429,43715.25,See ASN-21698 (ID#:33964),
South Africa,Sub-Saharan Africa,Truck,ARV,S. BUYS WHOLESALER,2009-10-19,2009-10-19,0,On Time,60,1327.39,Weight Captured Separately,
South Africa,Sub-Saharan Africa,Truck,ARV,PHARMACY DIRECT,2014-02-17,2014-02-17,0,On Time,2500,21941.29,Weight Captured Separately,
Tanzania,Sub-Saharan Africa,Air,ARV,Aurobindo Pharma Limited,2014-04-11,2014-04-11,0,On Time,31528,171197.04,1899,10879.44
South Africa,Sub-Saharan Africa,Truck,ARV,S. BUYS WHOLESALER,2014-08-27,2014-08-27,0,On Time,9,196.8,Weight Captured Separately,
Zambia,Sub-Saharan Africa,Air,HRDT,"Trinity Biotech, Plc",2013-07-23,2013-07-23,0,On Time,2730,87360.0,890,11367.59
Rwanda,Sub-Saharan Africa,Air,ARV,Aurobindo Pharma Limited,2011-02-08,2011-02-08,0,On Time,276,6187.92,Weight Captured Separately,
Nigeria,Sub-Saharan Africa,Air,HRDT,"Orgenics, Ltd",2014-08-19,2014-08-19,0,On Time,4758,423462.0,1934,28895.07
South Africa,Sub-Saharan Africa,Ocean,ARV,Aurobindo Pharma Limited,2011-04-07,2011-05-09,32,Delayed,39878,265188.7,Weight Captured Separately,
Guyana,Latin America & Caribbean,Air,HRDT,"Orgenics, Ltd",2012-11-20,2012-11-20,0,On Time,90,9000.0,41,1182.5
South Africa,Sub-Saharan Africa,Truck,ARV,S. BUYS WHOLESALER,2014-08-27,2014-08-27,0,On Time,14,111.95,Weight Captured Separately,
South Africa,Sub-Saharan Africa,Truck,ARV,PHARMACY DIRECT,2014-10-03,2014-10-03,0,On Time,51,466.28,Weight Captured Separately,
Dominican Republic,Latin America & Caribbean,Air,ARV,EMCURE PHARMACEUTICALS LTD,2013-10-04,2013-10-04,0,On Time,1902,38040.0,170,1965.62
Vietnam,Asia,Air,ARV,Aurobindo Pharma Limited,2012-03-01,2012-03-01,0,On Time,13000,29900.0,See ASN-13475 (ID#:15772),
Zambia,Sub-Saharan Africa,Air,HRDT,"Orgenics, Ltd",2015-05-12,2015-05-08,-4,On Time,5538,443040.0,5538,25380.88
South Africa,Sub-Saharan Africa,Ocean,ARV,CIPLA LIMITED,2011-12-13,2011-12-13,0,On Time,104636,284609.92,11275,8527.46
South Africa,Sub-Saharan Africa,Truck,ARV,S. BUYS WHOLESALER,2014-08-29,2014-08-29,0,On Time,608,5932.29,Weight Captured Separately,
South Africa,Sub-Saharan Africa,Truck,ARV,S. BUYS WHOLESALER,2014-02-06,2014-02-06,0,On Time,182,541.83,Weight Captured Separately,
Vietnam,Asia,Air,ARV,ABBVIE LOGISTICS (FORMERLY ABBOTT LOGISTICS BV),2012-12-11,2012-12-11,0,On Time,396,6023.16,53,439.17
Côte d'Ivoire,Sub-Saharan Africa,Air,HRDT,"Orgenics, Ltd",2013-04-26,2013-04-26,0,On Time,2104,168320.0,917,16661.34
Rwanda,Sub-Saharan Africa,Air,ARV,Aurobindo Pharma Limited,2012-09-09,2012-09-09,0,On Time,57961,130412.25,5525,43237.33
Zimbabwe,Sub-Saharan Africa,Air,ARV,ABBVIE LOGISTICS (FORMERLY ABBOTT LOGISTICS BV),2012-12-13,2012-12-13,0,On Time,1024,31559.68,1014,
"Congo, DRC",Sub-Saharan Africa,Air,HRDT,"Trinity Biotech, Plc",2015-07-02,2015-07-02,0,On Time,39,1248.0,See ASN-31750 (ID#:19272),
Vietnam,Asia,Air,ARV,MYLAN LABORATORIES LTD (FORMERLY MATRIX LABORATORIES),2010-11-09,2010-11-09,0,On Time,40890,175827.0,3329,10455.35
Vietnam,Asia,Air,ARV,HETERO LABS LIMITED,2015-09-03,2015-09-03,0,On Time,5700,10260.0,Weight Captured Separately,
Vietnam,Asia,Air,ARV,MYLAN LABORATORIES LTD (FORMERLY MATRIX LABORATORIES),2013-07-13,2013-07-13,0,On Time,30339,348595.11,3419,15006.27
Vietnam,Asia,Air,ARV,HETERO LABS LIMITED,2015-07-13,2015-07-13,0,On Time,2000,21900.0,See ASN-32258 (ID#:29880),
Botswana,Sub-Saharan Africa,Air,HRDT,Orasure Technologies Inc.,2009-11-30,2009-11-30,0,On Time,10,250.0,6,304.76
Ethiopia,Sub-Saharan Africa,Air,HRDT,"SHANGHAI KEHUA BIOENGINEERING CO.,LTD.  (KHB)",2013-07-30,2013-07-30,0,On Time,4162,101969.0,2777,34137.03
Vietnam,Asia,Air,ARV,Aurobindo Pharma Limited,2015-09-01,2015-09-01,0,On Time,3000,9900.0,Weight Captured Separately,
Vietnam,Asia,Air,ARV,MYLAN LABORATORIES LTD (FORMERLY MATRIX LABORATORIES),2012-05-16,2012-05-16,0,On Time,20142,99702.9,6142,13850.65
Côte d'Ivoire,Sub-Saharan Africa,Air,ARV,MERCK SHARP & DOHME IDEA GMBH (FORMALLY MERCK SHARP & DOHME B.V.),2011-07-01,2011-07-01,0,On Time,3399,57647.04,1014,2093.32
Côte d'Ivoire,Sub-Saharan Africa,Air,HRDT,"Standard Diagnostics, Inc.",2011-06-30,2011-06-30,0,On Time,2418,58032.0,859,7894.76
Tanzania,Sub-Saharan Africa,Air,HRDT,"Orgenics, Ltd",2012-07-25,2012-07-25,0,On Time,1387,110960.0,662,12035.47
Nigeria,Sub-Saharan Africa,Air,HRDT,"Orgenics, Ltd",2015-01-19,2015-01-16,-3,On Time,6158,548062.0,2493,31090.27
South Africa,Sub-Saharan Africa,Truck,ARV,PHARMACY DIRECT,2015-02-12,2015-02-12,0,On Time,189,1248.67,Weight Captured Separately,
Vietnam,Asia,Air,ARV,HETERO LABS LIMITED,2015-09-07,2015-09-07,0,On Time,2196,20862.0,Weight Captured Separately,
Mozambique,Sub-Saharan Africa,Air,ARV,GLAXOSMITHKLINE EXPORT LIMITED,2009-12-04,2009-12-04,0,On Time,1020,54784.2,Weight Captured Separately,
South Africa,Sub-Saharan Africa,Truck,ARV,S. BUYS WHOLESALER,2013-04-16,2013-04-16,0,On Time,62,1549.54,Weight Captured Separately,
Vietnam,Asia,Air,ARV,Aurobindo Pharma Limited,2010-05-18,2010-05-18,0,On Time,9744,14128.8,656,6158.0
Haiti,Latin America & Caribbean,Truck,HRDT,REINBOLD EXPORT IMPORT,2012-06-28,2012-07-05,7,Delayed,1250,160937.5,Weight Captured Separately,
Nigeria,Sub-Saharan Africa,Air,HRDT,"Orgenics, Ltd",2013-09-18,2013-09-18,0,On Time,3055,271895.0,1241,13325.59
Nigeria,Sub-Saharan Africa,Air,ARV,ABBVIE LOGISTICS (FORMERLY ABBOTT LOGISTICS BV),2011-02-08,2011-02-08,0,On Time,273,10472.28,520,3759.22
Uganda,Sub-Saharan Africa,Air,ARV,ABBVIE LOGISTICS (FORMERLY ABBOTT LOGISTICS BV),2012-05-04,2012-05-04,0,On Time,210,1554.0,36,677.4
South Africa,Sub-Saharan Africa,Air,ARV,Aurobindo Pharma Limited,2010-08-24,2010-08-11,-13,On Time,33972,85949.16,1823,1791.42
South Africa,Sub-Saharan Africa,Truck,ARV,PHARMACY DIRECT,2014-08-05,2014-08-05,0,On Time,20,1599.83,Weight Captured Separately,
South Africa,Sub-Saharan Africa,Truck,ARV,S. BUYS WHOLESALER,2009-09-03,2009-09-03,0,On Time,40,431.92,Weight Captured Separately,
South Africa,Sub-Saharan Africa,Truck,ARV,S. BUYS WHOLESALER,2014-02-06,2014-02-06,0,On Time,408,1608.59,Weight Captured Separately,
South Africa,Sub-Saharan Africa,Truck,ARV,S. BUYS WHOLESALER,2014-08-29,2014-08-29,0,On Time,1043,17283.85,Weight Captured Separately,
South Africa,Sub-Saharan Africa,Truck,ARV,S. BUYS WHOLESALER,2013-04-16,2013-04-16,0,On Time,621,12768.22,Weight Captured Separately,
South Africa,Sub-Saharan Africa,Truck,ARV,S. BUYS WHOLESALER,2014-08-29,2014-08-29,0,On Time,17,368.99,Weight Captured Separately,
Uganda,Sub-Saharan Africa,Air,ARV,EMCURE PHARMACEUTICALS LTD,2015-07-27,2015-07-27,0,On Time,6907,124326.0,Weight Captured Separately,
Vietnam,Asia,Air,ARV,Aurobindo Pharma Limited,2011-02-11,2011-02-11,0,On Time,300,3900.0,21,3657.69
South Sudan,Sub-Saharan Africa,Air,HRDT,"Orgenics, Ltd",2013-08-16,2013-08-16,0,On Time,116,580.0,See ASN-19143 (ID#:26345),
Vietnam,Asia,Air,ARV,ABBVIE LOGISTICS (FORMERLY ABBOTT LOGISTICS BV),2010-07-31,2010-07-31,0,On Time,1010,83022.0,255,8227.99
South Sudan,Sub-Saharan Africa,Air,HRDT,"Trinity Biotech, Plc",2012-06-04,2012-06-04,0,On Time,176,5632.0,71,1743.35
South Africa,Sub-Saharan Africa,Truck,ARV,S. BUYS WHOLESALER,2014-02-06,2014-02-06,0,On Time,920,25777.7,Weight Captured Separately,
South Sudan,Sub-Saharan Africa,Air,HRDT,"Orgenics, Ltd",2013-11-08,2013-11-08,0,On Time,450,40050.0,188,2997.85
South Africa,Sub-Saharan Africa,Truck,ARV,PHARMACY DIRECT,2015-08-24,2015-08-24,0,On Time,27,620.91,Weight Captured Separately,
South Africa,Sub-Saharan Africa,Truck,ARV,S. BUYS WHOLESALER,2013-04-16,2013-04-16,0,On Time,1021,23275.52,Weight Captured Separately,
Mozambique,Sub-Saharan Africa,Air,HRDT,"Trinity Biotech, Plc",2014-04-02,2014-04-02,0,On Time,5673,181536.0,1674,10780.63
Mozambique,Sub-Saharan Africa,Air,HRDT,"Trinity Biotech, Plc",2013-03-17,2013-03-17,0,On Time,151,4832.0,54,1032.57
South Africa,Sub-Saharan Africa,Truck,ARV,S. BUYS WHOLESALER,2014-08-27,2014-08-27,0,On Time,23,592.47,Weight Captured Separately,
South Africa,Sub-Saharan Africa,Ocean,ARV,Aurobindo Pharma Limited,2011-09-14,2011-09-14,0,On Time,25000,204250.0,3313,5192.74
Haiti,Latin America & Caribbean,Air,ARV,MYLAN LABORATORIES LTD (FORMERLY MATRIX LABORATORIES),2014-06-23,2014-06-23,0,On Time,3024,11944.8,140,1694.3
South Africa,Sub-Saharan Africa,Truck,ARV,S. BUYS WHOLESALER,2014-08-27,2014-08-27,0,On Time,33,650.7,Weight Captured Separately,
Namibia,Sub-Saharan Africa,Air,ARV,MYLAN LABORATORIES LTD (FORMERLY MATRIX LABORATORIES),2014-11-25,2014-11-25,0,On Time,17640,185220.0,See ASN-29183 (ID#:31368),
Vietnam,Asia,Air,ARV,MICRO LABS LIMITED,2013-12-05,2013-12-05,0,On Time,11507,20367.39,539,1666.35
South Africa,Sub-Saharan Africa,Truck,ARV,S. BUYS WHOLESALER,2014-08-27,2014-08-27,0,On Time,50,3857.34,Weight Captured Separately,
South Africa,Sub-Saharan Africa,Truck,ARV,PHARMACY DIRECT,2015-07-24,2015-07-24,0,On Time,37,1874.52,Weight Captured Separately,
South Africa,Sub-Saharan Africa,Truck,ARV,S. BUYS WHOLESALER,2009-10-27,2009-10-27,0,On Time,3500,152545.53,Weight Captured Separately,
South Africa,Sub-Saharan Africa,Truck,ARV,S. BUYS WHOLESALER,2014-08-29,2014-08-29,0,On Time,86,6545.32,Weight Captured Separately,
Vietnam,Asia,Air,ARV,ABBVIE LOGISTICS (FORMERLY ABBOTT LOGISTICS BV),2009-11-03,2009-11-03,0,On Time,40,3068.8,114,4410.73
Rwanda,Sub-Saharan Africa,Air,ARV,Aurobindo Pharma Limited,2014-05-06,2014-05-06,0,On Time,6821,10299.71,2686,
South Africa,Sub-Saharan Africa,Ocean,ARV,Aurobindo Pharma Limited,2011-10-05,2011-09-20,-15,On Time,137130,911914.5,45800,9726.53
South Africa,Sub-Saharan Africa,Truck,ARV,PHARMACY DIRECT,2015-05-12,2015-05-12,0,On Time,3,64.23,Weight Captured Separately,
South Sudan,Sub-Saharan Africa,Air,HRDT,"Trinity Biotech, Plc",2012-10-18,2012-10-18,0,On Time,47,1504.0,15,870.22
South Africa,Sub-Saharan Africa,Truck,ARV,S. BUYS WHOLESALER,2013-04-16,2013-04-16,0,On Time,2,36.18,Weight Captured Separately,
Vietnam,Asia,Air,ARV,MYLAN LABORATORIES LTD (FORMERLY MATRIX LABORATORIES),2014-08-18,2014-08-18,0,On Time,12100,98010.0,1685,3251.35
Kenya,Sub-Saharan Africa,Air,HRDT,"Trinity Biotech, Plc",2009-09-11,2009-09-11,0,On Time,500,16000.0,170,2865.63
Zimbabwe,Sub-Saharan Africa,Air,HRDT,"Orgenics, Ltd",2015-05-14,2015-05-14,0,On Time,5000,25000.0,See ASN-31132 (ID#:36641),
South Africa,Sub-Saharan Africa,Truck,ARV,"RAININ INSTRUMENT, LLC.",2014-02-10,2014-02-10,0,On Time,2,46.9,Weight Captured Separately,
Côte d'Ivoire,Sub-Saharan Africa,Air,ARV,Aurobindo Pharma Limited,2014-06-20,2014-06-20,0,On Time,2000,15160.0,150,1789.85
"Congo, DRC",Sub-Saharan Africa,Air,HRDT,"Trinity Biotech, Plc",2014-04-04,2014-04-04,0,On Time,90,2880.0,See ASN-24721 (ID#:13708),
South Africa,Sub-Saharan Africa,Truck,ARV,S. BUYS WHOLESALER,2013-04-16,2013-04-16,0,On Time,3,91.69,Weight Captured Separately,
Haiti,Latin America & Caribbean,Air,ARV,Aurobindo Pharma Limited,2012-08-18,2012-08-18,0,On Time,1764,3951.36,106,1615.07
South Africa,Sub-Saharan Africa,Ocean,ARV,Aurobindo Pharma Limited,2011-04-07,2011-06-13,67,Delayed,28907,192231.55,Weight Captured Separately,
South Sudan,Sub-Saharan Africa,Air,HRDT,"Orgenics, Ltd",2014-01-24,2014-01-24,0,On Time,115,920.0,149,3256.76
South Africa,Sub-Saharan Africa,Ocean,ARV,Aurobindo Pharma Limited,2012-01-04,2012-01-04,0,On Time,92887,678075.1,4810,6599.86
South Sudan,Sub-Saharan Africa,Air,HRDT,"Trinity Biotech, Plc",2015-07-25,2015-07-25,0,On Time,35,1120.0,See ASN-31765 (ID#:41640),
South Africa,Sub-Saharan Africa,Truck,ARV,PHARMACY DIRECT,2015-05-07,2015-05-07,0,On Time,5000,177172.11,Weight Captured Separately,
Kenya,Sub-Saharan Africa,Air,HRDT,BIOLYTICAL LABORATORIES INC.,2012-02-08,2012-02-08,0,On Time,32,2657.28,58,836.14
"Congo, DRC",Sub-Saharan Africa,Air,ARV,ABBVIE LOGISTICS (FORMERLY ABBOTT LOGISTICS BV),2013-11-20,2013-11-18,-2,On Time,20,616.4,52,1573.41
Mozambique,Sub-Saharan Africa,Air,HRDT,"Orgenics, Ltd",2014-02-10,2014-02-10,0,On Time,9575,766000.0,3890,29244.02
Vietnam,Asia,Air,ARV,ABBVIE LOGISTICS (FORMERLY ABBOTT LOGISTICS BV),2009-09-29,2009-09-29,0,On Time,320,26304.0,88,823.94
Tanzania,Sub-Saharan Africa,Air,ARV,Aurobindo Pharma Limited,2014-03-07,2014-03-07,0,On Time,20172,109533.96,1104,5765.11
Rwanda,Sub-Saharan Africa,Air,ARV,CIPLA LIMITED,2012-06-28,2012-06-28,0,On Time,9565,18651.75,6490,3010.89
Rwanda,Sub-Saharan Africa,Air,ARV,HETERO LABS LIMITED,2010-12-09,2010-12-09,0,On Time,63254,166990.56,3700,
Tanzania,Sub-Saharan Africa,Air,ARV,LAWRENCE LABORATORIES (SUBSIDIARY OF BRISTOL MYERS SQUIBB),2011-07-14,2011-07-14,0,On Time,18311,433421.37,See ASN-11005 (ID#:27881),
Ethiopia,Sub-Saharan Africa,Air,HRDT,"Trinity Biotech, Plc",2012-04-25,2012-04-25,0,On Time,43,1376.0,15,406.68
Haiti,Latin America & Caribbean,Air,ARV,"MSD LATIN AMERICA SERVICES, S. DE R.L. DE C.V.",2015-08-26,2015-08-26,0,On Time,420,7123.2,Weight Captured Separately,
